,time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,android.sensor.step_counter#mean,android.sensor.step_counter#min,android.sensor.step_counter#max,android.sensor.step_counter#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std
119,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
120,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
121,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
122,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
123,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
124,59.0,9.87694515997,8.85037154707,10.5073954788,0.356072784025,0.534999224836,0.534518143145,0.53531334793,0.000423076875232,9.80665012131,9.80664957892,9.80665089201,5.15659011771e-07,0.0426242127231,0.00398383399632,0.214602065727,0.0635845575508,0.0234793708902,0.0188969838303,0.0286883464636,0.00416132698672,0.282681578782,0.211640962832,0.401531296227,0.103580245793,71.1349243867,71.0814688922,71.1599659481,0.0361797509227,0.581956327316,0.581231993359,0.582235270733,0.000376501291094,0.0,0.0,0.0,0.0,78.702080423,78.702080423,78.702080423,1.27501075188,31.790009,31.790009,31.790009,0.0
125,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
126,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
127,36.0,10.0932208385,9.39761521393,10.4469242804,0.296392239372,0.650811325685,0.650811325685,0.650811325685,8.86034877149e-05,9.80665014289,9.80664919271,9.80665112971,7.99455080187e-07,0.0127689654996,0.00542905055103,0.0192829788172,0.00399953949926,0.0127516537153,0.00553247027057,0.021637756687,0.00470355176863,0.136106672423,0.136106672423,0.136106672423,0.896039410352,64.1268372761,63.4879139594,64.7657605929,0.903574019864,0.518909441064,0.498276644318,0.537755245255,0.0138892116648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.960054,31.960054,31.960054,0.0
128,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
129,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
130,69.0,9.86471970305,8.17768412916,11.8619840467,0.771229155942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4921759225,80.4921759225,80.4921759225,2.84084439337,3.5,3.5,3.5,0.883883476483
131,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
132,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
133,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
134,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
135,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
136,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
137,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
138,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
139,31.0,9.93615976416,9.33231004856,10.7241177751,0.405072945359,0.648643673296,0.648576306635,0.64873393095,8.12671788798e-05,9.8066498078,9.80664922975,9.80665038584,8.17479077844e-07,0.015735673604,0.00398383399632,0.0233754907103,0.00858227130237,0.018111215927,0.00583173571406,0.038003352504,0.0123452173268,0.389178683751,0.345515623241,0.432841744262,0.0617488923487,22.7675356434,20.0771894839,27.3892121847,3.38466345084,0.206287839,0.1677415853,0.235568696882,0.0322374969707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.960054,31.960054,31.960054,0.0
140,30.0,10.5491261183,10.2268406797,11.0121309678,0.294893407706,0.630718326576,0.62994748697,0.631489166183,0.00109013182593,9.80665039891,9.80665029464,9.80665052899,1.19286795125e-07,0.0241919987906,0.00383891850164,0.0511954220372,0.0198427338946,0.0576111126,0.0145209046044,0.113486836984,0.0324464475679,1.01732718797,0.514373707854,1.61753485989,0.473401184056,170.072938232,169.644355652,170.292712663,0.371203900779,0.992360269664,0.992286406153,0.992434133176,0.000104458779728,0.0,0.0,0.0,0.0,72.483578515,72.483578515,72.483578515,0.0,6.7562265,6.7562265,6.7562265,0.0
141,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369,197.942848369
142,38.0,9.95481609854,9.11199588805,10.457172379,0.291960612518,0.670665104234,0.670529021878,0.670814034904,0.000142940251948,9.80664985461,9.80664960028,9.80665010894,3.59676934932e-07,0.01246007613,0.00260803149669,0.0223845492255,0.00598611722417,0.0161241357827,0.00803849293919,0.0314048588134,0.0070313930645,0.18970973115,0.18970973115,0.18970973115,0.151520960328,89.8608395032,89.8418556267,89.8798233797,0.0268472556127,0.706320596984,0.706089370588,0.70646598219,0.000152597329996,0.0,0.0,0.0,0.0,77.5197354286,77.5197354286,77.5197354286,1.27501075188,32.280098,32.280098,32.280098,0.0
143,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
144,4.0,10.4045222947,10.0741284982,10.625013147,0.149603110108,0.738157031623,0.737063431621,0.739250631624,0.00154658395393,9.80665007001,9.80665003954,9.80665010048,4.30910882987e-08,0.0339232791087,0.0135098379037,0.0688704727378,0.0226072570263,0.0279792173023,0.00706258295123,0.0576919531428,0.0149058479065,0.960920797304,0.958730493494,0.963111101115,0.00309755735453,98.0983578039,97.7338184384,98.4831249559,0.392902912411,0.756286209501,0.750780913495,0.764528218389,0.00586206365811,0.0,0.0,0.0,0.0,59.6635014408,59.6635014408,59.6635014408,0.0,0.0,0.0,0.0,0.0
145,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
146,67.0,9.66773379888,7.99491882436,12.9317006561,0.851957471645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4479012216,75.4479012216,75.4479012216,3.37613602483,18.5,18.5,18.5,0.353553390593
147,37.0,10.0971911212,8.67706252581,12.1768869734,0.57960746633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7039909684,74.7039909684,74.7039909684,5.53831574052,3.25,3.0,3.5,0.353553390593
148,19.0,9.99483126163,9.59995653884,10.5633450731,0.33580936625,0.685193569105,0.684877144413,0.68547506823,0.000301497950975,9.80664934386,9.80664934386,9.80664934386,3.75152423926e-07,0.0187373924064,0.00760365329476,0.038844204616,0.00964227276757,0.0197931928959,0.0054290504922,0.0320303361624,0.00867049584081,0.422604799661,0.129438204602,0.67234208846,0.274045133616,2.16567296488,2.16567296488,2.16567296488,1.96941120125,0.0203496504225,0.0170193719442,0.0310722842131,0.00445084489869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.880104,38.880104,38.880104,0.0
149,80.0,10.2239134447,6.76142205746,12.5862164254,0.972044077363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.713725569,71.713725569,71.713725569,2.20611006676,6.0,5.5,6.5,0.707106781187
150,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
151,76.0,9.81586940633,9.43386372757,10.1641871656,0.106864391389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2868096926,69.2868096926,69.2868096926,6.09485946025,0.0,0.0,0.0,0.883883476483
152,61.0,9.77143402656,7.78485456442,12.4807074535,0.936031673588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3461116649,68.3461116649,68.3461116649,1.16199920745,48.0,47.75,48.25,0.25
153,22.0,9.79499879458,8.99984995306,10.6193014773,0.24143523719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0732384647,76.0732384647,76.0732384647,5.53831574052,0.0,0.0,0.0,0.0
154,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
155,15.0,9.24454805181,8.95771092743,9.6792472521,0.266338114743,0.993306636079,0.991331015829,0.99561423937,0.00176359268565,9.80665362941,9.80665260803,9.80665455005,9.74921448936e-07,0.118402512056,0.0384629391041,0.197324769116,0.0810285556462,0.0875864633594,0.0170688307452,0.26684890959,0.0731554016084,0.6795602535,0.659716425145,0.699404081855,0.028063411189,151.896785244,151.113981772,152.885283584,0.90338823954,0.965553086294,0.965448228782,0.965708664002,0.000137426451657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,33.0,9.97427224371,9.76902547067,10.0973695352,0.116065638172,0.990022417515,0.984633378068,0.995857388777,0.00562527736971,9.80665022642,9.80664986599,9.80665069455,3.56312529503e-07,0.517759997171,0.018689008298,1.59685160647,0.544404621594,0.541371635098,0.0288465015317,1.30412057059,0.497790893611,0.603789695976,0.0977070113433,1.78654346969,0.595274488503,173.748344518,166.517543238,184.695552038,6.97163522793,0.959049041732,0.903834543944,0.999840105775,0.0390817479963,58.0,58.0,58.0,0.0,78.2167552999,78.2167552999,78.2167552999,0.0,0.0,0.0,0.0,0.0
157,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
158,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
159,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
160,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
161,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
162,52.0,9.8472453148,9.12570221041,10.2589283167,0.173848685779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.8839143174,66.8839143174,66.8839143174,0.508010568449,0.875,0.25,1.5,0.883883476483
163,47.0,9.6895706501,9.59902359499,9.78793725605,0.0320864136401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7609220626,44.7609220626,44.7609220626,3.18112953486,0.0,0.0,0.0,0.0
164,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555,12.1150128555
